price,owners
3.99,10000
3.99,10000
2.09,10000
6.99,10000
39.99,10000
0.0,35000
10.99,10000
8.99,10000
7.19,10000
15.99,10000
14.99,750000
1.59,10000
2.89,10000
3.99,10000
3.99,10000
2.79,10000
6.19,10000
4.79,10000
5.79,10000
15.49,35000
0.79,10000
3.99,10000
1.69,10000
4.99,10000
3.99,10000
6.99,10000
5.59,10000
5.19,10000
29.99,10000
6.99,10000
19.99,10000
5.59,10000
3.99,10000
3.99,10000
3.99,10000
11.39,10000
14.99,10000
2.79,10000
3.99,35000
3.99,10000
0.0,75000
0.0,150000
2.89,10000
19.99,150000
1.69,10000
22.99,10000
14.99,10000
10.99,75000
4.99,10000
10.99,10000
10.29,10000
15.49,10000
3.99,10000
24.99,10000
4.79,10000
2.79,10000
7.19,10000
3.99,10000
0.0,350000
3.99,10000
4.99,10000
13.99,10000
12.99,150000
6.99,10000
14.99,10000
5.59,10000
2.09,10000
6.99,10000
11.39,10000
7.19,10000
0.79,10000
6.99,10000
1.69,10000
7.19,10000
0.0,10000
0.0,75000
6.99,10000
1.59,10000
3.99,10000
2.09,10000
2.09,10000
0.0,75000
12.99,10000
0.79,10000
0.79,10000
6.99,10000
3.99,10000
2.89,10000
0.79,10000
10.99,10000
6.99,10000
6.99,10000
3.99,10000
1.59,10000
1.69,10000
0.79,10000
3.99,10000
2.89,10000
3.99,10000
0.79,10000
1.69,10000
4.99,10000
0.79,10000
4.99,10000
3.99,10000
0.0,35000
3.99,10000
7.19,10000
5.79,10000
0.79,10000
4.79,10000
2.99,10000
2.89,10000
0.0,10000
2.09,10000
9.99,10000
3.99,10000
4.79,10000
7.19,10000
3.99,10000
0.0,10000
6.19,10000
14.49,10000
0.79,10000
3.99,10000
0.79,35000
1.59,10000
3.99,10000
2.79,10000
0.79,10000
7.19,10000
1.59,10000
0.0,10000
1.59,10000
3.99,10000
7.19,10000
2.09,10000
11.99,10000
7.19,10000
1.59,10000
6.99,35000
0.0,350000
0.79,10000
3.99,10000
7.49,10000
2.24,10000
7.99,10000
2.09,10000
0.0,75000
15.49,150000
3.99,10000
1.59,10000
3.99,10000
2.89,10000
3.99,10000
10.99,10000
5.19,10000
1.59,10000
3.99,10000
3.99,10000
0.79,10000
5.79,10000
4.79,10000
10.99,35000
0.79,10000
5.59,10000
14.99,10000
11.39,10000
6.99,10000
14.99,10000
1.69,10000
1.99,10000
7.19,10000
4.79,10000
0.79,10000
11.99,10000
3.99,10000
1.59,35000
7.19,10000
7.19,10000
1.69,10000
1.59,10000
5.59,10000
3.99,10000
4.99,10000
0.79,10000
0.79,10000
1.59,10000
0.79,10000
7.19,10000
0.79,10000
0.0,10000
10.99,10000
1.59,10000
0.79,10000
0.79,10000
0.79,10000
0.79,10000
0.79,10000
1.99,10000
1.99,10000
2.79,10000
0.79,35000
10.99,350000
0.79,35000
4.79,10000
0.78,10000
4.79,10000
0.79,10000
0.79,10000
3.99,75000
3.99,10000
0.79,35000
1.99,10000
1.59,10000
3.99,10000
0.79,10000
0.79,10000
0.99,10000
1.69,10000
7.19,10000
0.0,75000
0.0,10000
1.59,10000
2.89,10000
0.79,10000
0.79,10000
2.09,10000
0.79,10000
11.39,10000
0.79,35000
0.79,10000
3.99,10000
0.79,10000
2.89,10000
3.99,10000
1.99,10000
1.99,10000
0.79,35000
0.79,10000
6.99,10000
1.99,10000
0.0,150000
6.99,10000
1.59,10000
6.99,10000
0.0,10000
1.69,10000
3.99,10000
0.79,10000
5.19,10000
0.79,10000
10.29,10000
0.79,10000
6.99,10000
15.49,10000
0.79,35000
1.59,10000
0.79,35000
15.49,10000
1.69,10000
4.79,10000
0.0,10000
11.39,10000
2.89,10000
1.69,10000
0.79,35000
9.29,10000
0.79,10000
0.79,35000
3.99,35000
1.59,10000
5.99,150000
0.79,35000
3.99,10000
15.49,75000
11.39,10000
0.79,10000
7.19,10000
1.59,10000
7.19,10000
6.99,10000
2.09,10000
3.99,35000
2.09,10000
11.39,10000
2.89,10000
7.19,10000
10.99,10000
1.99,10000
11.39,10000
11.39,10000
14.99,10000
4.99,10000
3.99,10000
2.79,10000
7.19,10000
4.99,75000
6.99,10000
0.0,10000
1.69,10000
5.19,10000
3.99,35000
9.99,10000
17.99,10000
0.79,10000
4.79,10000
5.19,10000
6.99,10000
3.19,10000
4.99,10000
6.19,10000
6.99,10000
0.79,10000
1.59,10000
4.49,10000
0.0,35000
1.99,10000
6.99,10000
0.0,10000
2.89,10000
10.99,10000
6.19,10000
0.79,10000
1.59,750000
3.99,10000
14.99,10000
3.99,10000
2.79,10000
11.39,10000
14.49,10000
7.19,10000
0.0,10000
0.79,10000
6.29,10000
10.99,10000
2.49,10000
1.69,10000
5.19,10000
4.99,10000
0.79,10000
9.99,10000
5.59,10000
0.79,35000
0.79,35000
1.99,10000
4.99,10000
4.79,10000
1.99,10000
7.19,10000
6.99,10000
2.79,10000
0.79,10000
2.09,10000
27.79,10000
6.99,10000
3.99,75000
2.79,10000
2.89,10000
1.59,10000
49.99,10000
7.19,10000
1.99,10000
22.99,10000
0.0,10000
4.99,10000
1.59,10000
0.0,35000
2.09,10000
7.19,10000
0.0,35000
10.99,10000
0.79,10000
0.79,75000
10.99,350000
7.19,10000
1.59,10000
1.69,35000
22.99,10000
4.99,10000
2.09,10000
10.29,10000
39.99,10000
3.19,10000
2.89,10000
6.99,10000
11.99,10000
10.99,10000
5.19,10000
4.99,10000
8.99,75000
5.99,10000
2.09,10000
0.0,35000
14.99,35000
5.19,10000
0.0,10000
2.09,10000
2.79,10000
2.79,10000
11.39,10000
6.99,10000
1.99,10000
1.69,10000
6.99,10000
3.99,35000
3.99,10000
0.79,10000
1.69,10000
4.79,10000
2.79,10000
10.29,10000
6.99,10000
1.59,10000
3.99,10000
1.59,10000
2.99,10000
0.0,35000
10.99,10000
8.29,10000
0.79,10000
3.99,10000
4.79,10000
0.79,10000
3.99,10000
5.19,10000
0.0,75000
13.99,10000
7.19,10000
7.19,10000
5.19,10000
0.79,10000
0.0,10000
5.79,10000
7.19,10000
23.79,35000
4.79,10000
14.99,10000
0.79,10000
0.79,10000
3.19,10000
1.59,10000
0.0,10000
6.99,10000
3.19,10000
9.29,10000
0.0,75000
14.99,10000
29.99,10000
14.49,10000
1.69,10000
1.99,10000
0.0,10000
0.0,150000
5.59,10000
15.49,10000
6.99,10000
7.19,10000
11.39,10000
0.79,35000
1.69,10000
2.79,10000
3.53,10000
1.69,10000
0.79,10000
3.99,10000
5.99,10000
3.99,10000
1.69,10000
0.99,10000
1.59,10000
0.0,10000
1.69,10000
13.49,10000
0.79,10000
0.79,10000
8.99,10000
3.99,10000
0.79,10000
0.79,10000
3.99,10000
2.89,10000
0.79,10000
3.99,10000
0.0,10000
1.59,10000
3.99,10000
1.59,10000
2.89,10000
3.99,10000
2.09,10000
1.59,10000
1.59,10000
1.59,10000
1.99,10000
6.99,10000
3.99,10000
0.79,10000
0.0,10000
1.99,10000
10.99,10000
7.19,35000
0.79,35000
2.09,10000
0.0,10000
1.59,10000
11.39,10000
3.99,35000
0.0,35000
0.0,35000
1.69,10000
22.99,10000
6.99,10000
4.79,10000
3.99,10000
9.99,10000
12.39,10000
2.09,10000
10.99,10000
3.99,10000
4.79,10000
0.0,35000
4.79,10000
11.39,10000
1.59,10000
2.09,10000
2.09,10000
1.99,10000
1.59,10000
6.99,10000
7.19,10000
0.79,10000
0.0,35000
1.99,10000
0.79,10000
0.0,150000
23.79,10000
0.0,10000
11.99,10000
5.79,10000
3.99,10000
2.79,10000
8.99,10000
3.19,10000
1.99,10000
14.99,10000
0.79,10000
1.69,10000
0.0,150000
7.19,10000
2.89,10000
6.99,10000
22.99,10000
14.99,10000
0.0,10000
1.59,10000
0.79,10000
1.99,10000
0.79,10000
1.49,10000
15.49,10000
3.99,10000
8.99,10000
3.99,35000
2.39,10000
11.99,150000
3.99,75000
0.79,10000
0.79,10000
3.99,10000
3.99,10000
1.99,10000
3.99,10000
0.0,10000
2.79,10000
2.99,10000
0.79,10000
10.99,10000
0.79,10000
6.99,10000
1.69,10000
2.79,10000
1.99,10000
10.99,10000
2.79,10000
6.99,10000
0.79,10000
1.59,10000
3.99,35000
2.09,10000
3.99,10000
6.99,10000
2.89,10000
5.79,10000
1.99,10000
1.99,10000
1.59,10000
39.99,750000
1.99,10000
4.79,10000
5.79,10000
2.89,10000
7.19,10000
6.99,10000
3.99,10000
4.99,10000
0.79,10000
0.79,10000
1.69,10000
2.89,10000
1.99,10000
9.29,10000
10.99,10000
5.59,10000
1.99,10000
11.39,10000
5.79,10000
1.99,10000
15.49,10000
6.99,10000
1.69,10000
11.39,10000
6.99,75000
1.69,10000
2.89,10000
3.99,10000
2.79,350000
0.79,10000
0.79,10000
1.69,10000
6.99,10000
6.99,10000
9.99,10000
14.99,10000
5.19,10000
3.99,350000
7.19,10000
6.99,10000
0.0,150000
4.79,10000
1.69,10000
6.99,10000
2.89,10000
4.79,10000
1.99,10000
3.99,10000
1.59,10000
0.0,35000
1.55,10000
3.99,10000
5.59,10000
1.99,10000
11.39,10000
5.79,10000
4.79,10000
7.19,10000
0.79,10000
0.79,35000
3.99,10000
4.99,10000
6.99,10000
0.79,10000
6.99,10000
1.99,10000
15.99,10000
4.99,10000
3.99,10000
24.99,750000
3.99,10000
0.0,750000
1.69,10000
1.59,10000
1.99,10000
0.0,10000
1.99,10000
0.79,10000
3.99,10000
1.99,10000
10.29,35000
7.19,10000
0.79,10000
2.99,10000
0.79,10000
12.99,10000
6.99,10000
5.99,10000
0.79,10000
6.99,10000
1.59,10000
0.79,10000
8.99,10000
3.99,10000
0.0,350000
3.99,10000
0.79,10000
1.69,10000
0.79,10000
2.89,10000
10.99,10000
2.09,10000
7.19,10000
4.79,10000
0.0,35000
0.79,10000
0.0,10000
6.99,10000
0.79,10000
6.99,10000
1.69,10000
0.79,10000
1.59,10000
0.79,10000
0.79,10000
1.99,10000
1.69,10000
3.99,10000
10.99,10000
0.0,150000
7.19,35000
7.19,10000
4.79,10000
2.89,10000
4.79,10000
14.99,150000
6.99,10000
10.99,10000
4.79,10000
3.99,10000
14.99,10000
14.99,10000
3.99,10000
5.79,10000
0.0,150000
1.99,10000
0.0,750000
0.79,10000
3.99,10000
1.69,10000
22.99,35000
7.19,10000
0.0,150000
0.0,10000
10.99,10000
6.99,35000
2.79,10000
2.79,10000
10.0,10000
2.89,10000
5.79,35000
15.49,10000
1.59,10000
3.99,10000
0.89,10000
1.69,10000
9.29,10000
0.0,10000
1.59,750000
0.79,10000
0.79,10000
4.79,10000
0.0,75000
7.19,10000
1.59,10000
6.99,10000
3.99,10000
9.99,10000
0.0,10000
0.79,10000
2.99,10000
15.49,10000
0.79,10000
7.19,150000
3.99,10000
8.29,10000
4.99,10000
3.99,10000
2.79,10000
1.69,10000
3.99,10000
2.89,10000
0.0,35000
0.99,10000
14.49,10000
4.79,10000
1.99,10000
0.0,150000
2.89,10000
0.0,35000
2.09,10000
15.49,10000
15.49,10000
3.19,10000
3.19,10000
3.19,10000
0.79,10000
3.99,10000
5.59,10000
5.79,10000
1.99,10000
0.79,10000
3.99,10000
1.59,10000
3.99,10000
2.09,10000
1.99,10000
14.99,10000
2.09,10000
6.99,10000
0.79,10000
7.19,10000
0.79,10000
10.99,10000
2.09,10000
0.79,10000
0.0,350000
0.79,10000
0.79,10000
1.69,10000
7.19,35000
6.99,10000
1.59,10000
3.99,10000
6.99,10000
0.0,35000
6.19,10000
2.79,10000
3.99,10000
7.99,10000
6.19,10000
3.99,10000
10.29,10000
0.0,10000
3.99,10000
2.99,10000
7.19,10000
6.99,10000
3.99,10000
0.79,10000
0.79,10000
0.79,10000
6.99,10000
6.99,10000
3.99,10000
2.79,10000
5.79,10000
2.79,10000
11.39,10000
0.79,10000
5.59,10000
0.0,35000
0.79,10000
8.99,10000
5.59,10000
19.99,75000
4.49,10000
1.99,10000
19.99,150000
4.99,10000
1.99,10000
2.79,10000
0.79,10000
6.99,35000
3.99,10000
2.79,10000
0.0,10000
0.0,10000
0.0,75000
3.99,10000
1.99,10000
2.89,35000
7.19,10000
9.99,10000
0.79,10000
9.99,10000
6.19,10000
10.99,10000
2.89,10000
0.79,10000
0.0,10000
3.99,10000
1.69,10000
3.99,10000
15.49,10000
3.99,10000
1.59,10000
1.99,10000
0.79,10000
12.39,10000
1.59,10000
0.79,10000
1.59,10000
5.79,10000
0.79,10000
2.09,10000
0.79,10000
11.39,10000
0.79,10000
1.69,10000
3.99,10000
2.79,10000
1.59,10000
4.99,10000
3.99,10000
14.99,10000
11.39,10000
1.69,10000
4.99,10000
10.29,10000
14.99,35000
0.0,350000
0.0,35000
3.99,10000
0.0,350000
3.99,10000
7.19,10000
4.99,10000
0.0,75000
7.19,10000
5.79,10000
5.99,35000
4.79,10000
4.79,10000
3.99,10000
2.09,10000
3.99,10000
3.99,10000
7.19,35000
3.99,10000
3.99,10000
2.79,10000
4.79,10000
0.0,150000
15.49,35000
5.19,10000
19.99,10000
19.99,10000
1.59,10000
1.99,10000
4.79,10000
8.99,35000
3.99,10000
0.79,10000
9.29,10000
3.99,10000
0.0,35000
4.99,10000
7.19,10000
2.79,10000
2.79,10000
0.79,10000
0.0,150000
4.79,10000
7.19,10000
0.0,10000
14.99,10000
11.99,75000
0.0,35000
1.69,10000
2.89,10000
1.99,10000
3.99,10000
11.39,10000
3.19,10000
0.79,10000
0.79,10000
9.29,10000
9.99,10000
10.99,10000
4.79,10000
22.99,75000
0.0,35000
2.89,10000
0.0,35000
15.49,150000
15.49,10000
1.69,10000
24.0,350000
5.79,10000
0.0,10000
6.19,10000
0.79,10000
3.99,10000
14.99,10000
6.99,10000
7.19,10000
1.69,10000
6.99,10000
6.19,10000
0.79,10000
7.19,10000
0.79,10000
7.19,10000
1.59,10000
4.79,10000
0.0,350000
8.99,10000
2.89,10000
3.99,10000
14.99,35000
0.79,10000
0.79,10000
0.79,10000
0.0,10000
0.79,10000
2.79,150000
1.99,10000
1.99,10000
9.99,10000
2.09,10000
11.39,10000
4.79,10000
0.79,10000
3.99,3500000
3.99,10000
5.59,10000
19.99,350000
1.59,10000
6.99,10000
2.79,10000
0.79,10000
6.99,10000
2.79,10000
14.99,10000
3.99,10000
3.99,10000
2.09,10000
0.0,10000
23.79,10000
11.99,350000
11.99,10000
0.79,10000
15.49,10000
7.19,10000
3.99,10000
1.99,10000
0.0,75000
4.79,10000
0.0,75000
6.19,10000
0.79,10000
1.59,10000
0.79,10000
3.99,10000
2.79,10000
5.19,10000
3.99,10000
6.99,10000
0.79,10000
6.99,10000
1.69,10000
1.59,10000
2.09,10000
0.79,10000
0.0,10000
5.79,10000
3.99,10000
4.79,10000
4.99,10000
1.69,10000
1.59,10000
3.99,10000
0.79,10000
2.79,10000
3.99,10000
6.99,10000
1.69,35000
0.79,35000
3.99,10000
0.79,10000
7.19,10000
0.0,10000
9.99,10000
0.0,35000
15.49,10000
1.59,10000
2.79,10000
2.09,10000
10.99,10000
0.79,10000
8.29,10000
1.99,10000
2.89,10000
2.09,10000
5.99,10000
3.99,10000
0.79,10000
1.99,10000
0.0,75000
0.0,10000
4.79,75000
7.99,10000
15.49,10000
3.99,10000
4.79,10000
6.99,10000
5.79,10000
10.29,10000
2.09,10000
6.99,10000
2.79,10000
10.99,10000
14.99,10000
9.99,10000
9.29,150000
7.19,150000
15.49,10000
11.39,10000
2.09,10000
4.99,10000
2.79,10000
5.79,10000
1.99,10000
10.99,10000
8.99,10000
19.49,35000
9.99,10000
7.19,10000
15.49,35000
7.19,10000
7.19,10000
4.99,10000
1.69,10000
6.19,10000
3.99,10000
10.99,10000
8.29,10000
5.79,10000
6.19,10000
8.0,10000
5.99,10000
3.99,10000
5.59,10000
7.0,10000
1.59,10000
2.09,10000
0.79,10000
0.0,10000
3.99,10000
1.59,35000
5.79,10000
3.99,10000
0.79,10000
0.79,10000
5.59,10000
7.19,10000
7.19,10000
7.19,10000
0.0,10000
0.8,10000
2.79,10000
22.99,10000
2.09,10000
2.09,10000
11.39,10000
6.99,10000
6.99,10000
0.79,10000
6.19,10000
2.79,10000
2.79,10000
0.0,750000
0.79,10000
0.79,10000
7.19,10000
0.79,10000
14.99,10000
1.69,10000
1.69,10000
0.0,10000
44.99,350000
6.99,10000
0.79,10000
3.99,10000
8.29,10000
1.59,10000
7.19,10000
2.49,10000
4.79,10000
9.99,10000
9.99,75000
0.79,10000
2.09,10000
3.99,10000
0.0,35000
3.99,10000
1.59,10000
3.99,10000
0.0,10000
4.99,10000
5.79,10000
4.99,10000
1.59,10000
4.99,10000
1.99,10000
4.79,10000
0.79,10000
0.79,10000
6.99,10000
3.99,10000
1.99,10000
14.99,10000
9.99,10000
10.99,10000
5.19,10000
0.79,10000
1.99,10000
0.79,10000
0.0,10000
0.79,10000
1.69,10000
0.79,10000
0.79,10000
0.0,10000
3.99,10000
5.79,10000
0.0,75000
2.79,350000
9.29,10000
9.99,10000
3.99,10000
10.99,150000
11.39,10000
11.39,10000
1.69,10000
9.99,10000
1.59,10000
7.19,10000
1.59,10000
3.99,10000
22.99,10000
1.99,10000
0.79,35000
15.49,10000
0.0,10000
5.59,10000
6.99,10000
7.99,10000
2.89,10000
1.99,10000
7.19,10000
13.59,10000
2.09,10000
1.99,75000
3.99,10000
1.59,10000
2.09,10000
3.99,10000
3.99,10000
2.89,35000
3.99,10000
3.99,10000
0.79,10000
2.09,10000
3.99,10000
3.99,10000
19.49,10000
0.79,10000
10.99,10000
2.89,10000
2.79,10000
3.99,10000
0.79,10000
6.99,35000
7.19,10000
0.79,10000
2.09,10000
0.0,35000
4.79,10000
10.99,10000
1.99,10000
3.99,10000
1.69,10000
3.99,10000
1.69,10000
0.0,350000
0.79,10000
4.79,10000
5.19,10000
8.99,10000
3.99,35000
1.59,10000
3.99,10000
0.79,10000
1.99,10000
0.79,10000
3.99,10000
3.99,10000
4.99,10000
0.79,10000
0.79,10000
2.79,10000
1.99,10000
11.39,10000
0.79,10000
13.99,10000
1.59,10000
1.99,10000
7.19,10000
5.79,10000
3.99,10000
2.79,10000
1.99,10000
0.0,350000
3.99,10000
3.99,10000
0.79,10000
0.0,35000
11.39,10000
2.89,10000
2.79,10000
2.89,10000
2.79,10000
2.79,10000
16.99,10000
30.99,10000
3.99,10000
11.39,10000
0.0,10000
0.79,10000
5.19,10000
0.79,10000
8.99,10000
0.79,10000
0.0,10000
2.09,10000
3.99,10000
6.99,10000
0.79,10000
0.0,10000
0.0,75000
15.49,10000
0.79,10000
1.59,10000
1.69,10000
10.99,10000
1.59,10000
6.99,10000
0.79,10000
9.99,10000
3.99,10000
23.79,10000
14.49,350000
4.79,10000
1.69,10000
3.99,10000
0.79,10000
3.99,10000
5.79,35000
0.79,10000
6.99,10000
0.0,10000
3.99,10000
0.0,10000
1.69,10000
6.99,10000
6.99,10000
0.79,10000
0.79,35000
1.99,10000
2.89,10000
1.59,10000
14.99,35000
3.99,10000
0.0,75000
4.79,10000
9.29,10000
3.99,10000
0.79,35000
4.79,10000
3.99,10000
3.99,10000
0.0,35000
7.19,10000
0.0,35000
10.99,10000
10.99,10000
5.19,10000
7.19,10000
0.0,10000
7.19,350000
1.59,10000
0.79,10000
4.99,10000
0.79,10000
8.99,10000
5.79,10000
2.09,10000
10.99,10000
7.49,35000
6.99,10000
10.99,10000
4.99,10000
0.79,10000
0.79,10000
0.79,10000
3.99,10000
3.99,10000
3.99,10000
6.99,10000
5.59,10000
1.99,10000
0.79,10000
2.09,10000
1.59,10000
1.69,10000
0.79,10000
3.99,10000
0.0,10000
2.09,10000
7.99,10000
0.0,75000
5.69,10000
2.79,10000
3.99,10000
3.99,10000
0.0,35000
0.79,10000
0.0,10000
2.09,10000
6.99,10000
17.99,10000
5.59,10000
2.09,10000
6.19,10000
2.89,10000
1.59,10000
3.99,10000
1.69,10000
0.79,10000
1.69,10000
0.79,10000
0.79,10000
0.0,10000
3.99,10000
2.09,10000
15.49,10000
5.59,10000
1.59,10000
0.79,75000
1.59,150000
10.99,35000
0.79,10000
15.49,150000
0.0,35000
14.99,10000
3.99,10000
3.99,10000
5.59,10000
0.79,10000
10.99,10000
2.09,10000
3.99,10000
14.99,10000
3.99,10000
7.19,10000
15.49,35000
1.69,10000
5.79,10000
2.89,10000
11.99,10000
15.49,10000
10.99,10000
3.99,10000
0.0,10000
1.99,10000
3.99,10000
0.0,10000
0.0,10000
13.59,35000
15.49,10000
0.0,75000
3.99,10000
0.0,10000
1.59,10000
0.79,10000
9.99,10000
9.99,10000
2.09,10000
3.99,10000
0.79,10000
0.0,10000
2.79,10000
4.99,10000
0.0,35000
7.19,10000
4.79,10000
4.79,10000
0.0,10000
3.99,10000
3.99,10000
0.79,10000
0.0,75000
5.99,10000
2.89,10000
7.19,35000
0.0,35000
2.89,10000
0.79,10000
0.79,10000
7.19,10000
11.39,10000
2.89,10000
5.99,35000
15.49,10000
1.99,10000
0.79,10000
3.99,10000
2.99,10000
4.99,10000
11.39,10000
1.69,10000
3.99,10000
2.09,10000
7.19,10000
11.99,35000
0.79,10000
9.29,350000
24.99,35000
0.0,10000
1.99,10000
3.19,10000
3.19,10000
3.19,10000
4.79,10000
1.59,10000
0.0,10000
1.99,10000
2.89,10000
10.99,10000
4.79,10000
1.59,10000
0.79,10000
2.09,10000
0.79,10000
3.99,10000
0.0,10000
7.19,10000
54.99,10000
4.99,10000
3.99,10000
0.79,10000
2.79,10000
1.69,10000
2.79,10000
0.0,35000
5.99,10000
3.99,10000
3.99,10000
4.95,10000
9.99,10000
6.99,10000
5.59,10000
0.79,10000
5.79,10000
4.79,10000
0.79,10000
0.79,35000
0.0,10000
2.09,10000
4.99,10000
9.29,10000
3.99,10000
15.49,10000
7.19,10000
1.59,35000
3.99,10000
6.99,10000
4.99,10000
5.59,10000
0.79,10000
0.0,10000
2.89,10000
10.99,10000
2.99,10000
2.09,10000
9.29,10000
0.0,35000
0.79,10000
15.49,10000
2.09,10000
14.99,10000
10.99,10000
0.0,10000
0.0,10000
9.99,10000
4.79,10000
1.99,10000
3.99,10000
3.99,10000
1.99,10000
7.19,10000
0.79,10000
8.29,10000
0.0,350000
13.99,350000
3.99,10000
3.99,10000
0.99,10000
0.79,10000
0.0,75000
14.99,10000
2.89,10000
3.99,10000
10.59,10000
0.79,10000
44.99,75000
15.49,10000
1.69,10000
26.99,75000
1.69,10000
10.29,10000
0.79,10000
0.0,35000
1.59,10000
0.0,350000
2.09,10000
0.79,35000
15.49,150000
15.49,10000
0.79,10000
2.89,10000
4.99,10000
14.49,10000
15.49,35000
6.99,10000
1.69,10000
3.99,10000
3.99,35000
0.0,75000
2.99,10000
9.99,10000
5.79,10000
2.09,10000
1.69,10000
5.79,10000
2.09,10000
11.39,10000
5.19,10000
19.49,35000
2.89,10000
8.99,10000
0.0,75000
2.89,10000
23.79,10000
14.99,10000
1.59,10000
3.99,10000
0.79,10000
3.99,10000
0.0,35000
4.79,10000
0.79,10000
39.99,10000
7.19,10000
15.99,10000
2.09,10000
9.99,10000
0.79,10000
4.99,10000
0.79,10000
3.19,10000
0.0,75000
0.79,10000
1.69,10000
16.99,10000
7.19,10000
2.8,10000
1.59,10000
7.19,10000
7.19,10000
0.79,10000
15.49,10000
0.79,10000
13.49,10000
0.79,10000
0.79,10000
24.99,10000
3.99,10000
0.0,75000
11.39,10000
0.79,10000
3.99,10000
3.99,10000
0.79,10000
3.99,10000
1.99,10000
0.79,10000
0.79,10000
2.89,10000
0.79,10000
0.0,10000
14.99,10000
2.79,10000
0.79,10000
4.99,10000
0.79,10000
15.49,10000
0.79,10000
5.19,10000
15.49,10000
6.99,10000
7.19,10000
11.39,10000
14.99,10000
6.99,10000
0.0,10000
0.0,10000
9.99,10000
9.99,10000
2.09,10000
11.39,10000
0.0,10000
7.19,10000
14.99,10000
0.0,75000
4.79,10000
0.79,10000
3.99,10000
0.0,10000
1.59,10000
4.79,10000
4.79,10000
5.19,10000
0.79,10000
7.19,10000
0.79,10000
4.69,35000
10.99,10000
0.0,10000
7.19,10000
1.59,10000
0.0,75000
2.79,10000
7.19,10000
4.99,10000
2.09,10000
11.39,10000
11.39,10000
14.99,10000
2.89,10000
1.69,10000
15.99,10000
4.99,10000
44.99,10000
0.79,10000
0.0,10000
1.69,10000
4.79,10000
0.79,10000
10.59,10000
2.09,10000
3.99,10000
1.69,10000
9.29,10000
3.99,150000
1.69,35000
2.09,10000
3.99,10000
0.0,10000
1.99,10000
5.99,10000
0.79,10000
2.79,10000
3.99,10000
10.29,75000
5.19,10000
7.19,10000
7.19,10000
7.19,10000
7.19,10000
7.19,10000
7.19,10000
7.19,10000
7.19,10000
11.39,10000
1.69,10000
3.99,10000
10.99,10000
0.0,10000
24.99,75000
12.99,10000
1.99,10000
10.99,10000
10.99,10000
4.79,10000
11.39,10000
3.99,750000
0.79,10000
8.49,10000
0.0,10000
1.69,10000
11.39,10000
6.99,150000
0.79,10000
14.99,10000
14.99,10000
6.99,10000
3.99,10000
5.19,10000
4.79,10000
11.39,10000
5.99,10000
1.99,10000
7.19,10000
22.99,10000
5.99,10000
1.59,10000
1.69,10000
3.99,10000
7.19,10000
0.0,35000
13.99,10000
4.79,10000
3.99,10000
0.79,10000
0.79,10000
0.0,10000
0.79,10000
0.79,10000
0.79,10000
15.49,10000
6.99,10000
7.19,10000
0.0,350000
9.29,10000
29.99,10000
9.99,10000
0.79,10000
1.69,10000
0.79,10000
0.79,10000
0.79,10000
7.19,10000
2.89,10000
9.29,10000
0.79,10000
5.59,10000
0.0,10000
0.0,10000
1.69,10000
0.0,10000
6.99,10000
11.39,10000
2.79,10000
10.99,10000
1.69,10000
1.59,10000
1.69,10000
6.19,10000
2.89,10000
7.19,10000
2.09,10000
1.69,10000
11.39,75000
0.79,10000
7.19,10000
0.79,10000
6.99,10000
15.49,35000
6.99,10000
2.09,10000
2.09,10000
0.0,10000
3.99,10000
0.0,3500000
10.29,10000
0.79,10000
11.39,10000
1.69,10000
5.79,10000
0.79,10000
2.79,10000
2.09,10000
6.99,10000
0.0,35000
2.09,10000
5.59,10000
1.99,10000
3.99,10000
23.99,10000
0.79,10000
3.99,10000
0.79,10000
2.89,10000
4.79,10000
0.79,10000
1.59,10000
3.99,10000
0.79,10000
5.19,10000
2.89,10000
1.95,10000
9.99,10000
0.79,10000
13.49,10000
0.79,10000
10.29,10000
0.0,10000
24.9,10000
1.69,10000
0.79,35000
14.99,10000
11.39,10000
2.79,10000
0.79,10000
6.99,10000
6.99,10000
15.49,10000
5.79,10000
3.99,10000
0.79,10000
1.59,10000
1.59,10000
0.0,75000
0.79,10000
7.12,10000
6.99,10000
0.0,35000
0.79,10000
0.0,3500000
3.99,10000
1.59,10000
1.69,10000
3.99,10000
1.59,35000
0.0,75000
2.89,10000
1.59,10000
14.99,10000
6.99,10000
10.99,10000
0.0,35000
0.0,10000
5.19,10000
5.79,10000
7.19,10000
0.79,35000
3.99,10000
6.99,10000
0.79,10000
2.79,10000
1.69,10000
6.99,10000
2.79,10000
1.59,10000
2.79,10000
7.99,10000
0.0,10000
7.19,10000
6.99,10000
0.0,10000
15.49,75000
11.39,10000
4.79,10000
5.19,10000
3.99,10000
6.99,10000
0.0,10000
3.99,10000
0.79,10000
2.89,10000
1.59,10000
2.09,10000
2.89,10000
3.99,10000
2.79,10000
0.79,10000
2.09,10000
3.99,10000
1.99,10000
5.59,10000
1.69,10000
7.19,10000
0.0,75000
2.09,10000
5.59,10000
2.79,10000
11.39,10000
1.69,10000
1.99,10000
4.79,10000
3.99,10000
4.99,10000
7.19,10000
7.99,10000
2.09,10000
0.0,10000
2.09,10000
0.79,10000
3.1,10000
0.79,10000
1.69,10000
3.99,10000
7.19,10000
0.0,75000
0.79,10000
6.99,10000
3.99,10000
